ID,DocCount,att
1001,1,0.004081632653061232
1002,2,0.004310344827586204
1003,2,0.004237288135593216
1004,1,0.008849557522123897
1005,1,0.005464480874316941
1006,1,0.0027855153203342623
1007,1,0.0027624309392265166
1008,1,0.002754820936639103
1009,1,0.0039062499999999983
1010,1,0.003861003861003854
1011,1,0.004807692307692306
1012,1,0.0029411764705882366
1013,3,0.002652519893899197
1014,6,0.0028011204481792843
1015,1,0.002793296089385475
1016,1,0.002123142250530778
1017,2,0.0036363636363636338
1018,5,0.0028901734104046133
1019,4,0.002801120448179279
1020,8,0.00268096514745309
1021,1,0.00267379679144386
1022,36,0.0026178010471204285
1023,1,0.002512562814070372
1024,1,0.0025062656641603883
1025,1,0.0026666666666666466
1026,6,0.0025380710659898475
1027,2,0.0025252525252525263
1028,2,0.0024570024570024483
1029,1,0.0024813895781637665
1030,1,0.0025125628140703483
1031,1,0.0024213075060532654
1032,1,0.002450980392156862
1033,1,0.0025641025641025667
1034,1,0.002293577981651384
1035,2,0.00229357798165139
1036,2,0.0022988505747126298
1037,4,0.002450980392156847
1038,1,0.002277904328018213
1039,1,0.002336448598130841
1040,1,0.002242152466367703
1041,2,0.00225225225225225
1042,2,0.002074688796680497
1043,2,0.0019960079840319334
1044,3,0.0024390243902439033
1045,2,0.0024096385542168625
1046,1,0.0031446540880503
1047,1,0.0016891891891891984
1048,1,0.0014970059880239591
1049,1,0.0022675736961451113
1050,1,0.003030303030303009
1051,2,0.0016129032258064692
1052,1,0.0016366612111292978
1053,10,0.0016313213703099733
1054,1,0.0016528925619834689
1055,1,0.0016207455429497392
1056,6,0.0016286644951140094
1057,10,0.0016260162601625999
1058,1,0.001607717041800653
1059,2,0.0015698587127158554
1060,1,0.0016420361247947565
1061,4,0.0020661157024793528
1062,1,0.0016155088852988823
1063,1,0.0020366598778004093
1064,4,0.0022522522522522522
1065,1,0.0016920473773265597
1066,1,0.0015847860538827094
1067,1,0.0018691588785046615
1068,2,0.00223214285714285
1069,1,0.002242152466367708
1070,1,0.0023201856148491995
1071,1,0.0023201856148491826
1072,1,0.001984126984126978
1073,2,0.001964636542239671
1074,2,0.0021551724137930956
1075,2,0.002188183807439842
1076,2,0.0015748031496063072
1077,2,0.0022026431718061585
1078,2,0.0015360983102918491
1079,1,0.002222222222222233
1080,1,0.0021978021978021987
1081,3,0.0021598272138229164
1082,1,0.0017452006980802947
1083,6,0.0021321961620469057
1084,1,0.002132196162046899
1085,2,0.0021367521367521413
1086,1,0.0021459227467811193
1087,2,0.002145922746781121
1088,1,0.0020533880903490734
1089,1,0.002053388090349079
1090,1,0.0021598272138229017
1091,1,0.0021691973969631168
1092,4,0.002136752136752149
1093,9,0.002127659574468096
1094,1,0.0021459227467811094
1095,2,0.0021598272138228995
1096,1,0.0021598272138228986
1097,1,0.002109704641350214
1098,10,0.002173913043478257
1099,10,0.002202643171806155
1100,3,0.0021231422505307764
1101,4,0.0021097046413502277
1102,14,0.0022421524663677095
1103,3,0.0021231422505308024
1104,1,0.0020533880903490656
1105,3,0.0020449897750511137
1106,1,0.002087682672233825
1107,7,0.0021186440677966123
1108,5,0.0021321961620469074
1109,1,0.0021097046413502156
1110,1,0.002105263157894741
1111,2,0.002132196162046904
1112,1,0.002100840336134472
1113,3,0.0021459227467811206
1114,1,0.0021008403361344437
1115,1,0.0019880715705765297
1116,1,0.0020533880903490656
1117,1,0.0020876826722338133
1118,7,0.002087682672233809
1119,1,0.0022421524663677056
1120,1,0.0020449897750511215
1121,5,0.0022123893805309595
1122,1,0.0018621973929236566
1123,1,0.0021276595744680726
1124,7,0.002066115702479338
1125,1,0.0021276595744680908
1126,1,0.0019801980198019833
1127,1,0.0019801980198019984
1128,1,0.002044989775051131
1129,2,0.002004008016032066
1130,2,0.001893939393939383
1131,1,0.0020366598778003946
1132,1,0.0019920318725099484
1133,1,0.0021786492374727775
1134,1,0.0021276595744680873
1135,1,0.0020449897750511345
1136,2,0.002159827213822906
1137,1,0.002127659574468095
1138,2,0.0020449897750511145
1139,1,0.002178649237472789
1140,7,0.0020161290322580627
1141,3,0.0020920502092050203
1142,1,0.0022172949002217304
1143,1,0.001497005988023944
1144,1,0.001890359168241975
1145,1,0.001379310344827571
1146,1,0.001984126984126974
1147,1,0.001481481481481482
1148,1,0.002155172413793102
1149,1,0.0023584905660377223
1150,1,0.0020449897750511193
1151,1,0.002105263157894742
1152,1,0.0021276595744680804
1153,3,0.0019120458891013516
1154,1,0.0018484288354898215
1155,1,0.0018484288354898293
1156,4,0.0019230769230769384
1157,1,0.0016447368421052778
1158,2,0.0019193857965450975
1159,1,0.0016750418760469097
1160,5,0.0021141649048625646
1161,1,0.0019230769230769039
1162,4,0.001923076923076927
1163,1,0.0016181229773462645
1164,1,0.0016750418760469025
1165,1,0.002336448598130824
1166,3,0.0016393442622950798
1167,2,0.0023094688221709046
1168,1,0.001280409731113967
1169,1,0.0016393442622950685
1170,12,0.0023752969121140187
1171,2,0.0019880715705765358
1172,1,0.001210653753026633
1173,1,0.0019305019305019327
1174,4,0.001984126984126984
1175,1,0.0016207455429497518
1176,1,0.0016286644951140246
1177,4,0.001620745542949765
1178,1,0.0019723865877712184
1179,4,0.0019723865877711863
1180,1,0.0020408163265306025
1181,1,0.001545595054095824
1182,2,0.00122100122100122
1183,2,0.0015552099533437031
1184,1,0.0011737089201878043
1185,1,0.0015360983102918535
1186,2,0.0015082956259426929
1187,1,0.0015082956259426876
1188,1,0.001686340640809435
1189,4,0.0015220700152206949
1190,2,0.001703577512776814
1191,1,0.001703577512776843
1192,1,0.0013986013986013995
1193,1,0.0014265335235378077
1194,1,0.0017271157167530224
1195,1,0.0014409221902017175
1196,1,0.0009708737864077693
1197,2,0.0010070493454179233
1198,2,0.0014792899408284212
1199,1,0.0014727540500736411
1200,5,0.0014534883720930306
1201,1,0.002036659877800417
1202,6,0.0018348623853211028
1203,1,0.0016393442622950791
1204,1,0.0014836795252225507
1205,1,0.0009794319294809078
1206,1,0.0009737098344693347
1207,1,0.001522070015220721
1208,1,0.0014749262536873087
1209,3,0.0014727540500736255
1210,1,0.0014727540500736433
1211,3,0.001404494382022475
1212,1,0.0014727540500736234
1213,1,0.0014619883040935561
1214,3,0.0014471780028943596
1215,1,0.0014662756598240508
1216,3,0.001314060446780556
1217,1,0.0013227513227513214
1218,1,0.0013315579227696373
1219,1,0.0013227513227513287
1220,1,0.0013192612137203235
1221,4,0.0013297872340425603
1222,1,0.0013192612137203133
1223,1,0.0014409221902017492
1224,1,0.001315789473684199
1225,1,0.0013227513227513296
1226,3,0.0012150668286755916
1227,15,0.0012690355329949157
1228,2,0.0013280212483399662
1229,6,0.001213592233009695
1230,1,0.0014409221902017281
1231,1,0.0012033694344163698
1232,3,0.0012484394506866421
1233,1,0.0014662756598240474
1234,8,0.0011820330969267013
1235,1,0.0014577259475218715
1236,2,0.001416430594900834
1237,1,0.0012406947890818872
1238,10,0.0023148148148148156
1239,1,0.002123142250530774
1240,1,0.001434720229555237
1241,1,0.0014409221902017123
1242,1,0.001422475106685618
1243,1,0.0014224751066856333
1244,2,0.0013192612137203057
1245,1,0.0012787723785166215
1246,2,0.0010869565217391285
1247,1,0.002192982456140351
1248,2,0.000956937799043076
1249,2,0.0009149130832570801
1250,1,0.0010570824524312845
1251,7,0.001672240802675602
1252,1,0.0016722408026755887
1253,3,0.001039501039501049
1254,10,0.0009259259259259236
1255,2,0.0009259259259259235
1256,2,0.0010787486515641711
1257,1,0.0010787486515641924
1258,2,0.001218026796589526
1259,1,0.001259445843828711
1260,1,0.001196172248803824
1261,1,0.0012135922330097082
1262,5,0.0010729613733905488
1263,2,0.0011806375442739046
1264,32,0.0009233610341643442
1265,2,0.0009756097560975634
1266,1,0.0009823182711198534
1267,1,0.0011210762331838643
1268,1,0.0008130081300813136
1269,2,0.0011286681715575674
1270,1,0.0011286681715575574
1271,1,0.001128668171557567
1272,1,0.0016155088852988744
1273,1,0.0012836970474967894
1274,1,0.0009099181073703542
1275,1,0.001358695652173908
1276,2,0.001168224299065434
1277,3,0.001070663811563172
1278,2,0.0010706638115631838
1279,1,0.000803212851405614
1280,1,0.0009380863039399641
1281,1,0.0010845986984815655
1282,1,0.0009199632014719288
1283,1,0.0009372071227741327
1284,2,0.0009302325581395446
1285,1,0.0009551098376313285
1286,1,0.0007999999999999915
1287,1,0.0009107468123861413
1288,3,0.0009208103130755013
1289,6,0.0009433962264150968
1290,2,0.0021367521367521283
1291,1,0.0021321961620468983
1292,2,0.0020746887966804854
1293,3,0.0014641288433381975
1294,1,0.0010427528675703733
1295,1,0.0008554319931565523
1296,3,0.0020746887966804966
1297,1,0.0020408163265306055
1298,1,0.001941747572815534
1299,1,0.0013774104683195467
1300,2,0.000824402308326467
1301,1,0.0020449897750511384
1302,1,0.0013812154696132535
1303,9,0.0011235955056179783
1304,2,0.0012515644555694668
1305,1,0.0010362694300518104
1306,1,0.00144092219020173
1307,5,0.0012953367875647797
1308,3,0.0012953367875647662
1309,1,0.0010362694300518043
1310,1,0.00150375939849624
1311,1,0.0020533880903490787
1312,1,0.002816901408450703
1313,4,0.0011820330969267152
1314,1,0.0009149130832570878
1315,4,0.002053388090349089
1316,2,0.0008984725965857985
1317,2,0.0020703933747412157
1318,1,0.002659574468085127
1319,1,0.0012077294685990448
1320,1,0.0012330456226880503
1321,3,0.0012376237623762353
1322,23,0.0027027027027027063
1323,1,0.0012437810945273634
1324,1,0.0013661202185792217
1325,1,0.0012771392081736806
1326,4,0.0027027027027026916
1327,7,0.0025125628140703453
1328,12,0.0026246719160105056
1329,3,0.0027472527472527384
1330,1,0.0026246719160104934
1331,2,0.0013661202185792421
1332,1,0.000859845227858977
1333,1,0.0025125628140703566
1334,1,0.00214592274678112
1335,1,0.0011574074074074
1336,1,0.0013679890560875604
1337,1,0.0008110300081103138
1338,1,0.002493765586034919
1339,2,0.0010427528675703746
1340,1,0.0010427528675703882
1341,1,0.0008591065292096187
1342,1,0.0025974025974025835
1343,1,0.002617801047120418
1344,1,0.0010319917440660352
1345,1,0.0020920502092050177
1346,1,0.002092050209205016
1347,3,0.001169590643274839
1348,1,0.0026315789473684206
1349,1,0.002053388090349063
1350,1,0.0014598540145985524
1351,2,0.0011709601873536209
1352,1,0.0011286681715575505
1353,1,0.0011148272017837296
1354,2,0.0020449897750511297
1355,2,0.001459854014598538
1356,1,0.0009891196834816976
1357,3,0.000990099009901009
1358,1,0.002044989775051112
1359,1,0.0008389261744966446
1360,1,0.0013175230566534893
1361,4,0.0009469696969697042
1362,3,0.000856164383561626
1363,2,0.0008554319931565362
1364,30,0.0008438818565400959
1365,5,0.0008438818565400704
1366,2,0.0008250825082508268
1367,2,0.0008438818565400874
1368,8,0.0018656716417910426
1369,2,0.00106723585912487
1370,1,0.0009363295880149839
1371,5,0.0009756097560975557
